buyer_id,first_name,last_name,age,city_id,marital_status_id,job_id,buyer_area_code,buyer_phone_number
57974,Christopher,Gomez,73,128,1,95,289,990-5546
57975,William,Hayes,69,115,3,276,343,340-4356
57976,Henry,Williams,41,140,3,174,579,755-4745
57977,Rodney,Cox,59,43,2,375,579,927-5517
57978,Jerry,Quinn,18,197,2,237,416,853-5820
57979,Brandon,Goodman,64,347,5,295,873,244-2400
57980,Shawna,Wilson,36,265,3,225,778,972-7346
57981,Matthew,Ware,46,70,4,344,250,586-9052
57982,Patricia,Myers,67,226,4,337,367,394-1222
57983,Yvonne,Elliott,32,236,4,70,365,240-7965
57984,Sara,Carroll,39,362,2,416,365,228-7680
57985,Ian,Hall,54,332,2,12,343,372-5997
57986,Christian,Garcia,73,351,5,113,506,271-2476
57987,Richard,Roberts,34,287,3,52,450,879-7506
57988,Jennifer,Torres,40,186,2,63,204,643-5454
57989,Joanna,Cook,67,319,1,98,782,882-4071
57990,Jessica,Williams,41,294,1,229,226,677-1599
57991,Sharon,Roth,20,279,4,73,613,241-2275
57992,Samuel,Romero,37,306,2,30,450,657-8692
57993,Mark,Jones,78,334,1,3,249,113-9584
57994,Emily,Gomez,57,136,4,136,782,235-6782
57995,Sarah,Rodriguez,56,254,3,188,226,535-6788
57996,Tom,Sanders,59,140,5,6,825,366-8160
57997,Robert,Harris,39,172,3,249,819,174-5388
57998,Kaitlyn,Gray,60,39,2,163,343,847-9828
57999,Sarah,Mason,70,11,3,386,365,740-1946
58000,Michelle,Moore,69,295,1,83,613,981-5520
58001,Lorraine,Miles,45,30,4,212,250,537-2777
58002,Robert,Brown,77,103,1,7,226,634-5033
58003,Christine,Morgan,68,364,4,174,873,263-6881
58004,Michael,Hardy,74,326,3,358,249,720-8549
58005,Deanna,Ramirez,33,127,2,177,778,580-5277
58006,Kimberly,Campbell,65,122,5,361,587,326-5633
58007,Kimberly,Mcclain,67,234,3,10,548,739-7285
58008,Tyler,Morse,77,204,5,282,647,376-7089
58009,Ryan,Torres,53,221,5,260,709,955-5305
58010,Emily,Mcpherson,68,374,4,36,289,521-7559
58011,Russell,Greer,56,52,1,139,519,407-3635
58012,William,Pugh,55,183,3,280,873,694-2959
58013,Jennifer,Lynch,71,119,4,104,519,674-5616
58014,Christopher,Anderson,62,118,3,121,514,905-9334
58015,David,Collins,26,217,1,91,579,764-2745
58016,Krystal,Santos,38,235,1,122,226,598-9637
58017,Jessica,Hanson,25,294,1,378,782,450-2003
58018,Victor,Medina,22,118,4,381,403,404-3278
58019,Ashley,Villarreal,78,334,2,111,709,240-6049
58020,David,Rose,64,252,2,371,418,651-1530
58021,Meghan,Schneider,68,217,2,369,579,746-7739
58022,Tara,Garcia,61,234,1,81,514,513-4229
58023,Jason,Terrell,79,349,3,61,587,115-7846
58024,Sandra,Hoffman,46,44,1,265,604,624-2981
58025,Cynthia,Parks,49,3,5,201,639,101-4520
58026,Anna,Powers,62,346,2,379,780,437-4899
58027,Alec,Stewart,34,336,5,135,249,239-3472
58028,David,Bennett,59,58,2,76,365,900-9058
58029,Daniel,Phillips,22,308,4,67,782,250-9431
58030,Tammy,Curry,42,129,2,238,289,983-1451
58031,Henry,Wood,49,211,2,260,548,304-3723
58032,Geoffrey,Martin,68,115,2,43,873,144-6304
58033,Joshua,Smith,48,324,2,268,709,541-7764
58034,Jeffery,Moore,80,328,2,123,807,529-3139
58035,Sara,Wells,27,114,5,399,431,905-3544
58036,Pamela,Gonzalez,34,313,2,361,639,231-9042
58037,Brian,Jackson,60,389,2,76,778,357-2889
58038,Jonathan,Fisher,56,23,2,418,581,300-3431
58039,Todd,Simpson,63,273,4,59,905,683-8714
58040,Craig,Mann,77,262,3,80,902,759-1459
58041,Cynthia,Lee,54,226,2,331,450,274-2150
58042,Timothy,Sanchez,70,369,3,226,639,385-5148
58043,Jennifer,Gibbs,31,287,4,42,581,210-6449
58044,Holly,Jackson,58,169,5,355,450,701-7439
58045,Matthew,Ruiz,24,29,5,287,613,887-1544
58046,Valerie,Clark,80,267,3,69,306,953-2351
58047,Courtney,Ford,76,199,4,130,289,612-8365
58048,Ryan,Guzman,53,317,5,182,613,217-6318
58049,Jeffrey,Parker,37,243,5,11,343,980-3162
58050,Melissa,Cook,71,256,5,112,403,954-7850
58051,Timothy,Stone,43,1,4,140,709,370-8642
58052,Karen,Moore,77,37,2,191,825,375-1397
58053,Donald,Arias,32,154,5,383,519,966-1945
58054,Todd,Montoya,71,294,4,284,819,600-8522
58055,Katrina,Barton,71,228,3,325,780,843-9011
58056,Calvin,Carlson,73,298,5,49,365,863-1508
58057,Madeline,Fitzpatrick,76,81,5,247,519,317-8004
58058,Jill,Turner,29,128,1,243,807,640-6798
58059,Paul,Bean,56,120,1,265,905,557-7187
58060,Christopher,Hays,51,260,2,368,437,230-6470
58061,Carolyn,Juarez,64,293,1,404,613,276-5491
58062,Zachary,Patterson,74,224,4,94,639,900-8251
58063,Erika,Lee,19,326,1,30,514,795-3980
58064,Heather,Harris,78,225,1,28,365,122-6756
58065,Bryce,Holland,19,369,3,223,867,708-2134
58066,Scott,Stewart,47,238,4,193,902,226-7214
58067,Henry,Davies,43,238,3,430,250,897-1224
58068,John,Patel,25,210,2,12,519,255-4054
58069,Paul,Stafford,66,344,5,298,581,410-1663
58070,Claudia,Waller,32,159,5,370,613,742-7522
58071,Susan,Rodriguez,55,295,1,338,506,993-7629
58072,Vanessa,Simmons,70,213,1,322,647,626-1746
58073,Robert,Diaz,56,102,5,294,604,199-6099
58074,Philip,Allen,33,273,3,256,249,150-3238
58075,Natalie,Adkins,62,370,1,365,905,249-6410
58076,Ann,Thompson,52,124,2,257,226,703-5750
58077,Robert,Frey,19,163,1,69,579,259-3135
58078,Robert,Hopkins,66,329,1,16,289,246-3343
58079,Janet,Livingston,81,110,1,184,778,487-5561
58080,Jennifer,Stewart,60,246,3,373,506,618-1255
58081,Jennifer,Smith,48,193,2,208,867,180-7423
58082,Richard,Luna,68,349,3,143,778,533-9324
58083,Justin,Glenn,32,252,1,360,250,549-2203
58084,Bobby,Booth,47,231,1,86,825,643-3348
58085,Margaret,Moore,32,117,3,412,819,372-3199
58086,Adam,Mason,60,165,4,178,807,635-7427
58087,Ian,Woods,48,197,4,417,867,481-2391
58088,Christopher,Perry,20,126,5,94,250,265-9433
58089,Joseph,Rich,74,105,4,233,514,1000-1285
58090,Monica,Pitts,30,50,4,9,343,411-7301
58091,Bonnie,Walter,52,135,1,90,519,709-5999
58092,Billy,Jackson,80,61,4,260,581,253-1987
58093,Melissa,Washington,57,91,4,229,867,106-9553
58094,Keith,Miller,51,126,4,302,867,689-9883
58095,Dustin,Taylor,44,161,4,126,581,949-2514
58096,Christopher,Davis,22,23,4,367,437,846-9193
58097,Nancy,Simmons,36,41,2,334,548,446-4961
58098,Keith,Carter,80,130,3,331,579,368-5278
58099,Yvette,Freeman,44,339,5,332,306,382-8192
58100,Sarah,Gonzalez,29,200,4,125,236,294-3883
58101,Danielle,Shelton,64,196,2,146,506,407-1309
58102,Ryan,Flowers,48,196,3,172,403,194-9364
58103,Danielle,Mckinney,28,125,3,326,587,329-1161
58104,Vanessa,Davidson,58,158,1,244,306,983-8069
58105,Lori,Weber,68,167,4,426,825,168-7253
58106,Andrew,Norris,72,180,4,109,514,795-3973
58107,Lauren,Franklin,75,134,2,157,647,489-5807
58108,Tammy,Carey,74,186,1,269,437,379-6669
58109,Victor,Park,62,153,2,247,867,791-1534
58110,Jillian,Jacobs,47,110,1,339,367,869-1968
58111,Jennifer,Henderson,43,186,2,431,604,487-7919
58112,Amanda,Carlson,41,357,2,77,250,612-6348
58113,Toni,Cline,20,165,5,287,905,522-9273
58114,Derek,Lewis,65,272,1,73,873,281-8056
58115,Virginia,Melendez,63,134,1,279,705,187-4755
58116,Ricky,Rose,27,174,1,161,343,868-2806
58117,Jose,Davis,76,126,1,304,437,394-3492
58118,Benjamin,Ryan,31,311,4,353,514,185-3038
58119,Jennifer,Bennett,27,375,5,251,873,126-4146
58120,Frank,Watson,43,247,2,37,416,865-6896
58121,Michael,Weeks,23,268,2,33,226,421-9264
58122,Nicole,Watkins,73,330,5,44,807,660-2449
58123,Brittney,Gonzalez,67,372,2,20,639,145-1593
58124,David,Adams,46,44,3,98,613,533-3477
58125,Anita,Kelley,51,198,2,227,506,127-4431
58126,Brian,Kim,81,146,5,114,418,394-4359
58127,Debra,Horn,25,229,1,264,204,934-6407
58128,Kristen,Vasquez,46,146,1,290,579,728-4510
58129,Ricardo,Adkins,38,340,1,314,438,156-4515
58130,Angela,Thomas,31,251,1,347,236,512-5242
58131,Emma,Fuentes,81,145,4,101,365,384-1561
58132,Heather,Grant,67,235,1,128,250,246-5317
58133,Jacob,Reyes,81,281,4,99,873,223-7976
58134,Jimmy,Sherman,29,102,1,26,873,507-7783
58135,Amanda,Smith,77,171,4,423,613,700-3654
58136,Adam,Preston,39,142,3,22,367,441-2085
58137,Angela,Diaz,72,128,1,178,581,731-6639
58138,Andrea,Kelley,49,208,3,60,236,108-8735
58139,Brent,Joseph,31,175,5,147,306,603-2100
58140,Daniel,Walker,27,123,1,180,236,396-4616
58141,Michael,Harrison,50,135,1,196,780,855-2863
58142,Dennis,Norris,74,10,2,408,873,549-2008
58143,Tracy,Ruiz,55,114,4,204,778,724-2026
58144,Amanda,Morales,69,324,5,20,418,297-2329
58145,Nathan,Grant,56,128,1,359,579,455-8129
58146,Nicholas,Ortiz,63,103,1,25,519,513-4908
58147,Jennifer,Burke,60,13,1,222,579,245-4363
58148,Kayla,Bailey,26,258,2,418,367,236-3029
58149,Janet,Velasquez,56,362,1,261,418,449-3852
58150,Diana,Williams,54,105,1,276,416,874-6947
58151,Victor,Patel,61,58,5,412,450,854-9543
58152,Tracy,Ramirez,58,131,3,73,204,823-8604
58153,Omar,Brady,57,327,4,400,514,716-3844
58154,Lucas,Carr,46,163,5,134,416,998-7854
58155,Eric,Bruce,47,7,4,182,418,580-4056
58156,Karla,Hamilton,72,118,3,67,613,469-4971
58157,David,Singleton,33,61,1,310,306,322-2793
58158,Dorothy,Preston,54,283,2,391,709,734-5974
58159,Laura,Cruz,58,257,5,240,902,388-4592
58160,David,Wilson,67,174,5,183,418,220-3679
58161,Christina,Hall,21,232,4,169,431,271-7843
58162,Crystal,Nunez,71,183,2,237,367,885-8389
58163,Tracy,Moore,39,282,4,214,579,418-5619
58164,Scott,Mclaughlin,60,203,3,261,367,372-8440
58165,Matthew,Ortega,34,361,1,346,289,945-3240
58166,Pamela,Sanchez,57,151,1,334,579,552-5442
58167,Fred,Alexander,69,100,4,427,780,268-9891
58168,Rebecca,Wilson,81,313,1,262,506,977-8555
58169,Kim,Brown,81,24,3,12,579,754-7562
58170,Anthony,Zavala,76,300,4,318,365,700-3689
58171,Joyce,Wilson,75,311,4,429,873,996-2682
58172,Jesse,Leonard,72,303,2,313,519,575-7514
58173,Teresa,Johnson,29,44,1,76,819,771-5760
58174,Lisa,Montgomery,71,267,4,276,204,291-3023
58175,Yvonne,Andrews,77,367,2,228,709,872-7848
58176,Maria,Choi,50,222,2,349,519,875-1812
58177,Regina,Banks,42,220,5,72,647,789-5908
58178,Kristin,Hayes,29,241,3,431,450,448-3989
58179,James,Ruiz,57,33,4,152,365,780-9523
58180,Tommy,Hill,26,318,5,181,604,444-4515
58181,Evelyn,Davis,26,247,4,301,519,371-8634
58182,Brittany,Lin,19,198,1,238,780,322-6127
58183,Erika,Mcclure,81,350,1,261,289,341-5059
58184,Christopher,Rogers,75,211,4,90,226,519-7810
58185,Tracy,Spencer,39,118,1,182,905,694-2484
58186,Brittany,Gross,19,374,1,51,416,113-2142
58187,Courtney,Diaz,33,203,2,308,450,172-9848
58188,Benjamin,Robinson,29,139,5,347,431,472-7440
58189,Matthew,Guerrero,31,214,2,348,416,246-6545
58190,Eric,Cooper,59,276,2,332,249,456-2542
58191,Nicole,Martinez,31,13,4,220,438,435-6522
58192,Chloe,Smith,54,273,4,40,782,152-5410
58193,Patricia,Garner,53,285,1,80,807,508-3060
58194,Stephanie,Walters,19,346,2,267,902,696-2206
58195,Vanessa,Jenkins,81,372,5,237,289,928-3895
58196,Jennifer,Johnson,28,33,4,101,450,324-1680
58197,Sean,Tran,52,346,4,163,306,813-9654
58198,James,Davis,37,179,5,12,343,851-4081
58199,Ryan,Barry,21,32,2,395,825,461-9670
58200,Jacqueline,Larsen,63,323,3,87,778,291-7070
58201,Jessica,Pennington,79,229,5,328,343,718-8900
58202,Patricia,Jones,64,138,2,151,437,247-3822
58203,Jennifer,Gallegos,61,47,2,412,249,532-8435
58204,Antonio,Wallace,53,304,1,379,519,851-5657
58205,Alexandria,Ortiz,41,66,2,157,204,166-6139
58206,Chad,Mccall,50,338,3,226,431,573-1465
58207,Anthony,Burns,31,175,2,226,403,152-2093
58208,Scott,Castro,21,288,4,273,450,525-7681
58209,Justin,King,71,347,2,256,705,441-9224
58210,Amy,Wright,42,112,3,5,343,846-5605
58211,Matthew,Morales,43,261,2,42,604,814-4710
58212,Laura,Garcia,27,120,2,266,613,894-7230
58213,Cynthia,Harrington,75,179,4,411,403,626-7738
58214,Robin,Aguilar,65,222,1,264,519,416-1039
58215,James,Hampton,80,345,5,199,807,991-5316
58216,Christopher,Davis,49,47,5,164,782,146-4819
58217,Charles,Fowler,54,23,5,336,613,293-1305
58218,Darius,Clark,42,230,1,114,519,389-4952
58219,Kristen,Walsh,25,275,1,152,709,717-3059
58220,Crystal,Mckay,72,301,4,349,367,949-8819
58221,Bradley,King,66,183,2,74,226,515-5175
58222,Darrell,Gibson,52,192,5,1,236,545-2153
58223,Brandon,Gomez,51,241,2,157,514,202-3871
58224,Ann,Wright,68,211,3,215,647,132-7929
58225,Tracey,Mcclain,60,173,4,239,431,101-9328
58226,Lauren,Knox,34,46,2,3,873,686-5229
58227,Lucas,Arias,29,184,5,318,819,432-6650
58228,Evan,Myers,35,200,1,153,905,879-9444
58229,Alison,Melton,41,203,1,411,613,583-5309
58230,Eric,Chen,38,264,5,107,403,187-8785
58231,Matthew,Peterson,35,309,2,93,581,692-8097
58232,Mary,Mann,56,350,1,323,365,804-9976
58233,Amanda,Franco,34,173,5,24,519,269-3446
58234,Jenna,Lopez,75,133,4,198,519,775-4704
58235,Brian,Jackson,50,280,1,34,647,970-6209
58236,Brittany,Pacheco,81,318,1,407,403,857-1595
58237,Jack,Morgan,42,230,2,190,416,598-4924
58238,Hannah,Hanson,46,118,1,312,450,674-4863
58239,Tiffany,Thompson,62,196,1,282,587,922-7652
58240,Leslie,Mcguire,61,145,5,260,306,711-6862
58241,Amy,Bell,44,175,5,336,819,872-9992
58242,Ann,Beck,63,250,4,364,403,505-6747
58243,Nicole,Owens,55,274,5,337,236,258-6526
58244,Robert,Sanchez,74,238,4,309,249,679-6216
58245,Steven,Morales,30,256,3,234,226,795-4990
58246,Joel,Stewart,77,227,3,228,604,709-9939
58247,Candice,Burton,59,228,4,2,867,922-5270
58248,Alejandro,Davis,63,340,5,32,519,705-2361
58249,Gloria,Oneal,56,248,2,403,613,906-9752
58250,Damon,Fuller,60,166,5,349,587,444-5027
58251,Thomas,Chapman,79,259,5,366,418,946-7044
58252,Sean,Riley,71,278,3,14,450,947-9545
58253,Lisa,French,63,186,5,176,807,722-6112
58254,Jonathan,Clark,67,100,3,288,604,842-8333
58255,Jennifer,Herring,40,338,3,137,647,204-5592
58256,Richard,Delgado,19,310,4,60,514,214-9727
58257,James,Thomas,35,320,2,328,778,480-7752
58258,Hannah,Warner,65,283,1,397,825,795-6549
58259,Katie,Larsen,59,332,4,13,647,889-5753
58260,William,Barron,19,285,2,374,613,597-2091
58261,Rachael,Terrell,58,220,2,338,782,478-9921
58262,Benjamin,Carpenter,68,103,1,331,604,159-8421
58263,Angela,Wall,36,115,1,267,226,168-8216
58264,Tony,Hernandez,65,345,3,174,367,873-3230
58265,Christopher,Olson,53,128,2,80,905,488-6896
58266,Kimberly,Klein,36,157,4,123,639,567-2125
58267,Jessica,Schroeder,40,123,2,50,365,124-3761
58268,Amanda,Jones,64,321,2,133,506,317-8638
58269,Joshua,Morris,29,252,4,333,905,439-4038
58270,Amber,Guzman,66,44,1,139,249,541-5456
58271,Lynn,Knight,34,13,3,172,514,771-4619
58272,Sierra,Price,42,243,4,250,604,836-1181
58273,Robin,Juarez,61,230,5,222,514,750-4915
58274,Terri,James,67,162,2,378,416,601-2102
58275,Amanda,Williams,68,46,1,241,604,103-5965
58276,Yesenia,Walker,37,267,4,114,647,636-6859
58277,Dylan,Mcdonald,52,61,4,403,587,288-7466
58278,Sheri,Ward,27,126,5,388,647,307-9041
58279,Amanda,Riley,56,129,2,378,367,371-4514
58280,Patrick,Mann,74,34,2,174,780,701-8745
58281,Jerry,Hart,24,102,5,77,416,403-9429
58282,Lori,Cordova,70,124,2,179,249,740-3005
58283,Devin,Hutchinson,38,368,4,210,905,678-2512
58284,Stephanie,Thompson,54,184,2,356,778,846-3999
58285,Alexander,Gibson,74,220,4,160,236,639-5263
58286,Robert,Ray,64,143,2,413,639,637-5339
58287,Michael,Aguilar,56,139,1,358,780,295-4047
58288,Karen,Parker,73,224,4,374,782,606-3247
58289,Melissa,Walker,69,323,2,195,204,330-3411
58290,Natalie,Thomas,19,327,2,292,437,448-6216
58291,Sherry,Cowan,81,126,3,131,778,401-3892
58292,Alexis,Johnson,19,150,4,184,587,479-3569
58293,Dennis,Wilson,79,374,5,335,236,601-4449
58294,Tammy,Smith,71,137,1,1,902,479-5353
58295,Stephanie,Johnson,55,140,5,69,548,290-1958
58296,Ashley,Stewart,44,119,2,83,780,329-8527
58297,Stephanie,Lewis,46,366,1,303,548,317-2230
58298,Beverly,House,20,44,5,242,780,781-9196
58299,Timothy,Bailey,46,104,1,362,450,160-3802
58300,Darryl,Bernard,45,326,3,377,548,884-3830
58301,Billy,Garcia,22,16,1,19,902,416-8445
58302,Robert,Morris,57,203,2,44,343,907-9799
58303,Stacey,Conner,42,307,4,13,431,153-5680
58304,Stephen,Jenkins,39,211,3,419,418,233-2744
58305,Carlos,Blevins,58,375,2,355,819,129-4477
58306,Diana,Simon,76,295,4,148,548,759-7109
58307,Amanda,Curtis,62,194,1,181,226,267-7590
58308,Katherine,Smith,41,375,4,313,306,619-6549
58309,Robert,Ball,68,199,4,127,705,461-1466
58310,Kelsey,Garcia,30,214,2,117,418,961-6022
58311,Rachel,Weeks,29,228,1,80,343,968-7252
58312,Heather,Chambers,43,164,5,154,778,672-2363
58313,Danielle,Harvey,71,184,4,305,873,656-2493
58314,Tiffany,Jackson,24,183,2,388,873,977-8448
58315,Dustin,Johnson,51,208,1,25,778,137-9563
58316,Tammy,Cantu,37,148,5,237,416,925-6225
58317,Kimberly,Nelson,41,167,5,318,250,943-9180
58318,Charles,Smith,69,64,2,314,579,543-9205
58319,Jeffrey,Gould,33,298,3,140,705,228-1100
58320,Brandon,Anderson,51,130,3,254,343,160-2208
58321,Cody,Dodson,28,174,4,329,581,644-8038
58322,Jessica,Mcclure,33,251,2,280,418,881-2650
58323,Margaret,Smith,19,143,2,250,416,763-3772
58324,Bianca,Martinez,60,171,3,22,204,721-2397
58325,Barry,Lopez,66,304,4,250,249,655-3207
58326,Chad,Cooper,48,226,4,349,581,231-7277
58327,Ryan,Taylor,81,197,4,297,867,731-6211
58328,Wesley,Torres,65,152,5,200,902,595-9840
58329,Jennifer,Flores,37,307,2,105,514,766-3536
58330,Charles,Holt,79,254,4,304,705,648-3462
58331,Kenneth,Chan,42,144,3,16,548,391-5985
58332,Megan,Jacobson,36,346,1,337,514,174-3339
58333,Jennifer,Barry,51,200,1,408,604,793-4285
58334,Maria,Hill,53,150,2,76,367,991-3474
58335,Tara,Briggs,59,100,5,50,250,500-8729
58336,Michelle,Baker,62,208,2,273,343,525-3057
58337,Shawn,Hoffman,39,134,3,246,581,672-2512
58338,Kara,Williams,55,206,3,413,639,596-7118
58339,John,Smith,21,34,5,382,418,245-2653
58340,Laura,Stephens,56,262,1,270,604,859-9317
58341,Brooke,Rodriguez,24,213,4,152,778,138-2887
58342,Amanda,Cooper,29,240,1,424,905,647-5166
58343,Ashley,Figueroa,56,163,1,206,367,509-2807
58344,Wesley,Thompson,56,65,1,224,639,707-6232
58345,Sarah,Miller,37,114,3,328,873,260-6896
58346,Michele,Jackson,76,235,4,323,579,895-1005
58347,Matthew,Dean,79,146,3,154,236,672-4340
58348,Katelyn,Cooper,45,245,4,40,709,691-9191
58349,Holly,Rowe,46,67,5,363,226,793-7821
58350,Joseph,Pierce,80,90,4,389,604,128-9814
58351,Colleen,Ward,50,235,5,94,581,787-8816
58352,Andrew,Gonzalez,45,301,4,132,780,309-3456
58353,James,Matthews,44,216,2,112,226,908-6500
58354,Bonnie,Hardy,80,293,2,370,867,310-9768
58355,Erin,Avila,76,266,3,49,581,410-8622
58356,Jennifer,Greer,51,267,2,344,819,676-3355
58357,Brandy,Colon,51,121,3,10,204,149-3595
58358,Jonathon,Miller,60,224,5,102,450,578-7278
58359,Kevin,Gonzales,36,113,4,305,548,604-5721
58360,Alejandro,Cohen,48,375,1,161,437,309-7975
58361,Vicki,Wilson,19,238,4,121,604,261-2809
58362,Austin,Hayden,64,106,2,140,403,122-2360
58363,Troy,Castaneda,67,194,2,274,902,701-1127
58364,Angela,Hernandez,48,368,5,202,289,607-5781
58365,Jeffrey,Colon,38,382,2,338,705,345-9388
58366,William,Williamson,70,121,4,306,506,869-7030
58367,Diane,Wright,43,119,5,86,902,907-3091
58368,Whitney,Garza,69,114,4,396,416,700-5784
58369,Linda,Edwards,54,344,3,75,438,526-7923
58370,Katherine,Kennedy,24,1,3,220,709,364-7223
58371,Nicole,Lang,78,148,4,178,807,981-2563
58372,Randy,Estrada,42,311,3,120,416,221-2609
58373,Jessica,Stone,64,106,2,298,418,624-9731
58374,Bryan,Davis,73,119,1,108,604,756-6369
58375,Robert,Smith,54,252,4,166,819,205-2060
58376,Mark,Davis,28,326,1,125,367,857-1969
58377,Christopher,Wright,26,308,2,118,204,124-6790
58378,Patrick,Franco,78,147,1,182,819,700-1497
58379,Miguel,Barrett,46,69,2,93,778,622-1727
58380,Ronald,Robinson,35,100,3,82,343,843-3031
58381,Deborah,Carrillo,77,35,5,28,450,975-8776
58382,Anna,Gonzalez,81,233,1,229,438,568-7506
58383,Chris,Martinez,58,185,4,44,403,539-6643
58384,Julie,Robertson,41,294,1,225,905,761-9259
58385,Spencer,Pham,51,285,5,350,581,717-4383
58386,Ronald,Riley,38,132,2,346,306,545-5584
58387,Joanna,Brady,60,23,2,138,579,564-9417
58388,John,Meza,34,309,4,136,867,670-4944
58389,Stephanie,Carter,80,369,1,294,581,158-4737
58390,Jeffrey,Dunlap,20,101,2,145,289,549-6061
58391,Amber,Hinton,30,72,1,97,581,914-4425
58392,Stephen,Parsons,44,251,4,48,204,848-1890
58393,Michael,Lawrence,42,249,3,251,647,305-2118
58394,Shaun,Jackson,65,251,1,400,548,444-6386
58395,Jacob,Randall,80,155,1,106,403,504-7066
58396,Leroy,Callahan,61,372,2,355,226,145-3725
58397,Donna,Cole,63,64,5,296,548,108-8955
58398,Ruth,Boone,52,318,2,237,647,657-1480
58399,Tracey,Maldonado,60,21,5,372,778,788-8214
58400,Kelli,Doyle,50,71,3,176,226,534-4002
58401,Derrick,Peck,21,311,5,119,367,578-6972
58402,Laura,Harrison,21,338,4,386,418,785-1383
58403,John,Harvey,71,377,5,305,604,629-6533
58404,Jacqueline,Marquez,37,37,2,323,250,328-1746
58405,Joshua,Smith,58,303,4,263,819,477-3332
58406,Monique,Howell,46,362,2,229,226,314-4609
58407,Amy,Cherry,47,5,2,37,519,538-9799
58408,Rachel,Hart,80,275,5,147,782,314-9562
58409,Kim,Callahan,19,256,3,428,579,403-5077
58410,Luis,Smith,40,3,3,228,204,818-2641
58411,Morgan,Nielsen,75,188,2,72,450,303-2219
58412,Christine,Mccarthy,54,24,3,41,639,370-7274
58413,Catherine,Davis,27,290,1,58,306,332-3842
58414,Tanya,Cross,36,133,2,140,581,426-2785
58415,Melissa,Phillips,66,263,5,294,416,919-2265
58416,Meghan,Taylor,54,125,1,397,819,409-7131
58417,Cynthia,Roberts,37,288,1,134,587,306-9594
58418,Jose,Parker,44,88,1,18,780,864-2076
58419,Sara,Mitchell,46,102,2,270,548,242-5460
58420,Charles,Romero,73,184,5,97,204,214-1816
58421,Joshua,Wolf,68,11,1,136,780,724-6523
58422,Katherine,Griffin,36,152,4,271,306,190-3377
58423,Martin,Beck,59,107,4,166,613,366-7219
58424,Angela,Graves,76,260,3,375,365,266-3134
58425,Loretta,Hall,59,242,1,64,450,375-3814
58426,Dawn,Hernandez,79,277,3,303,709,328-1887
58427,Christopher,Hanson,55,126,5,116,548,280-5706
58428,Harold,Gould,61,61,3,217,780,485-1525
58429,John,Boyd,41,224,4,333,514,587-8221
58430,Joseph,Kelley,33,113,3,328,581,620-9102
58431,Gabriella,Williams,26,356,4,170,873,635-3803
58432,Daniel,Clark,42,285,5,118,204,195-2059
58433,April,Grant,39,121,2,6,306,809-8045
58434,Thomas,Herrera,80,357,5,185,418,174-6205
58435,Tristan,Black,68,160,3,379,431,211-2795
58436,Katherine,Reed,22,56,2,219,437,226-4761
58437,Cynthia,Hansen,50,312,3,271,639,598-3575
58438,Jeremy,Thomas,49,338,4,297,579,324-5213
58439,Kenneth,Erickson,26,371,1,408,365,170-5999
58440,Christine,Nguyen,52,226,4,19,249,228-2592
58441,David,Tran,77,281,5,277,365,898-7777
58442,Travis,Walker,74,169,1,108,437,128-8546
58443,Andrew,Lopez,31,67,1,379,780,779-9925
58444,Michele,Hood,45,261,3,393,450,280-4460
58445,Kaitlyn,Jackson,39,100,4,93,418,574-9028
58446,Stacy,Petersen,69,119,5,106,709,478-2368
58447,Brooke,Campos,24,278,4,406,438,826-8286
58448,Jeff,Jacobs,43,131,5,323,905,422-3786
58449,Damon,Murphy,64,198,1,367,514,486-9614
58450,George,Page,48,210,3,338,867,219-3701
58451,Deborah,Contreras,48,208,3,335,905,644-8441
58452,Andrew,Fuller,52,228,3,369,418,822-1537
58453,Jennifer,Gonzalez,62,375,3,280,438,673-1903
58454,Charlene,Haney,69,3,1,173,807,529-8154
58455,Lisa,Rush,29,168,3,99,902,594-7632
58456,Sylvia,Anderson,54,176,1,181,343,995-5071
58457,Barbara,Kirby,34,336,1,369,819,836-4375
58458,Brittany,Thomas,77,265,1,134,782,893-8080
58459,Courtney,Orozco,32,195,1,323,519,357-6046
58460,Elizabeth,Barr,40,123,2,97,236,890-9984
58461,Catherine,Jacobson,49,273,5,280,519,140-6032
58462,Eric,Ortega,30,148,2,61,873,238-2492
58463,Craig,Mcmillan,43,258,2,401,782,989-6472
58464,Jason,Brown,50,147,1,140,587,253-7686
58465,Lori,White,40,123,2,166,450,504-8860
58466,Matthew,Henderson,28,238,1,37,236,292-4903
58467,Maria,Jackson,33,57,4,334,807,763-7549
58468,William,Barron,48,368,4,338,902,990-5623
58469,Cheryl,Davis,54,215,1,343,902,321-2062
58470,Laura,Hawkins,19,330,1,306,867,847-4619
58471,Sarah,Foster,70,367,2,103,226,606-8258
58472,Rachael,Anderson,49,246,4,275,581,192-6145
58473,Keith,Dorsey,53,276,4,181,437,103-1438
58474,Richard,Molina,25,327,5,341,873,245-6996
58475,Jeffery,Wolf,77,127,5,122,226,550-9383
58476,Scott,Jones,62,35,2,148,705,621-2604
58477,Julie,Haynes,41,170,3,18,639,534-8416
58478,Steven,Ramirez,76,150,3,150,450,578-5231
58479,Michele,Simpson,19,306,3,342,418,283-9791
58480,Scott,Hendrix,76,348,5,170,873,958-1111
58481,Steven,Baker,32,114,1,284,519,368-4160
58482,Jason,Williams,20,132,1,33,613,863-6933
