buyer_id,first_name,last_name,age,city_id,marital_status_id,job_id,area_code,phone_number
31695,Brandi,Miles,29,289,2,161,604,355-1474
31696,Debra,Brown,66,153,1,169,825,605-7352
31697,Louis,Sanford,54,388,5,97,639,949-1649
31698,James,Edwards,49,369,4,351,905,296-8026
31699,Sarah,Keith,58,296,5,73,780,201-2387
31700,Jeffrey,Johnston,22,258,5,61,902,456-8625
31701,Andrew,Mosley,24,10,3,204,519,741-8916
31702,Jordan,Caldwell,57,183,1,16,416,517-2860
31703,Steven,Curtis,35,366,5,45,905,414-9738
31704,Olivia,Swanson,46,237,3,4,819,125-4946
31705,Kelly,Lopez,63,35,2,183,867,279-9711
31706,Nicholas,Scott,76,58,4,31,548,663-6939
31707,David,Molina,78,332,2,354,604,590-2054
31708,John,Smith,72,177,5,324,782,115-2286
31709,Kayla,Smith,21,192,4,281,519,153-4640
31710,Lisa,Shea,43,233,5,55,905,665-4958
31711,Ernest,White,61,254,2,130,867,339-8648
31712,Kara,Cline,38,149,3,12,604,685-3463
31713,Aaron,Ward,63,299,2,244,519,443-7817
31714,Paul,Roach,62,361,5,318,778,520-7262
31715,Ruben,Turner,79,219,2,188,306,379-2678
31716,Ian,Franklin,19,244,1,128,825,169-5881
31717,Natalie,Long,23,9,1,50,403,425-2226
31718,Stephanie,Wilkerson,33,4,4,129,249,875-2123
31719,Erika,Gibson,39,195,4,18,825,142-9961
31720,Robert,Brown,76,127,5,375,613,612-3405
31721,Charles,Melton,77,212,2,416,306,782-9993
31722,Jacob,Hopkins,75,39,1,188,306,862-4095
31723,Angel,Small,19,101,1,121,587,437-2885
31724,Christy,Bryant,44,388,3,284,226,853-6631
31725,Tina,Taylor,71,179,1,91,450,794-4005
31726,Jonathan,George,33,313,4,66,807,340-1585
31727,Christine,Brewer,68,125,5,239,438,746-1495
31728,Brenda,Valdez,27,166,3,65,548,114-1140
31729,Joel,Coleman,53,183,3,101,403,663-1436
31730,Stacey,Watson,56,337,4,429,587,347-8237
31731,Karen,Gill,40,74,2,68,647,577-2858
31732,Gregory,Snyder,48,293,4,321,306,953-5306
31733,Diamond,Glenn,40,276,1,158,236,999-5708
31734,April,Olson,48,155,2,220,437,169-6491
31735,George,Shaw,63,10,4,178,226,873-7208
31736,Sandy,Castillo,19,332,3,270,249,948-3367
31737,Eric,Griffith,35,359,4,419,431,511-2398
31738,Richard,Kelly,43,284,1,356,905,775-7837
31739,Stacey,Yates,22,132,4,21,306,317-2750
31740,Jonathan,Bradshaw,29,327,1,218,819,742-4798
31741,Tommy,Anthony,19,5,1,170,438,209-3072
31742,Anthony,Miller,22,255,3,365,204,735-7600
31743,Calvin,Barnes,81,135,1,351,204,278-3593
31744,Janet,Carroll,28,149,5,273,873,243-1984
31745,Joseph,Rodriguez,48,13,4,215,825,946-9409
31746,Caroline,Zavala,37,281,5,326,604,794-3129
31747,Patrick,Morris,41,331,4,6,581,695-9891
31748,Carol,Hicks,42,174,5,134,581,887-9264
31749,Eric,Kemp,19,96,4,215,579,633-2401
31750,Mitchell,Bowen,66,19,1,359,367,448-6933
31751,Erik,Mays,42,225,5,69,416,118-5342
31752,Katherine,Glass,47,361,3,56,613,805-1271
31753,Jodi,Williams,23,189,1,240,343,330-3478
31754,David,Thompson,38,35,5,135,873,373-8334
31755,Brandy,Shah,69,182,5,35,450,574-3112
31756,Kenneth,Rodriguez,53,338,3,306,365,236-8150
31757,Angela,West,50,363,4,251,825,374-6692
31758,Carl,Montgomery,51,301,1,361,709,269-6253
31759,Laurie,Tran,31,295,4,324,825,271-3604
31760,Michelle,Thornton,26,40,5,351,709,872-2798
31761,Amanda,Stewart,74,143,5,20,579,961-6635
31762,Scott,Moody,46,265,3,152,807,471-8785
31763,Christopher,Richard,27,303,5,64,709,564-2402
31764,Sarah,Perez,67,135,4,302,807,743-6214
31765,Sharon,Jones,68,49,3,150,250,307-1683
31766,Andrea,Brown,52,33,2,317,226,760-6485
31767,Gary,Fisher,79,58,3,59,403,175-5648
31768,Frank,Pierce,66,95,4,366,639,439-6267
31769,Julie,Frey,44,277,1,70,226,668-2938
31770,Vincent,Arellano,69,309,4,41,431,987-8662
31771,Kevin,Estes,37,181,2,160,506,436-8489
31772,Samuel,Johnson,77,333,3,116,548,889-2150
31773,Megan,Hardy,42,242,1,244,867,118-7607
31774,Lori,Gomez,60,144,4,209,873,845-4863
31775,Tara,Clements,62,309,3,353,514,569-9322
31776,Edward,Sanchez,62,133,5,137,780,151-6172
31777,Christian,Nunez,38,380,3,365,249,343-9833
31778,Amber,Fleming,76,20,3,160,250,771-9688
31779,Maria,Hunter,23,63,5,358,613,112-7220
31780,Latoya,Stevens,57,317,1,117,249,721-8628
31781,Pamela,Cole,47,36,2,24,418,988-9394
31782,Katherine,Johnson,30,37,5,292,450,386-3244
31783,Misty,Houston,19,85,2,396,819,282-8348
31784,Kim,Carter,76,23,4,282,403,722-5228
31785,Christopher,Gibson,67,97,3,266,873,758-1273
31786,Nicole,Chavez,18,336,2,233,431,840-7994
31787,Susan,Rose,76,332,1,285,289,551-3364
31788,Joshua,Johnson,70,277,2,374,819,189-7196
31789,Benjamin,Chen,69,88,4,234,873,400-4480
31790,Kara,Mckenzie,54,260,4,119,450,394-1801
31791,Brandon,Carter,69,194,3,396,579,527-8943
31792,Alyssa,Buchanan,20,34,5,226,581,806-3451
31793,Stephanie,Rocha,46,393,3,254,343,243-3034
31794,James,Strong,79,378,3,169,867,306-2071
31795,Megan,Phillips,25,82,2,232,709,484-6677
31796,Jonathan,Warren,77,327,1,170,289,225-4562
31797,Kevin,Gilbert,43,124,5,252,204,847-3896
31798,Amber,Martin,67,97,4,40,604,816-7274
31799,Sabrina,Hall,66,78,3,341,639,768-6178
31800,Jaime,King,52,94,5,90,587,838-3616
31801,Kelsey,Church,45,71,4,57,705,845-3680
31802,Kimberly,Steele,19,257,4,189,782,165-1271
31803,Cory,Jones,63,66,5,189,306,663-4602
31804,Tyler,Brown,43,26,4,245,709,469-8546
31805,Lawrence,Wood,48,299,5,149,250,310-3270
31806,Jordan,Carter,67,298,2,100,647,335-3957
31807,Rhonda,Lee,58,247,1,388,403,991-1716
31808,Peter,Sellers,30,224,5,258,204,401-5364
31809,Michael,Rubio,30,279,3,274,431,155-6942
31810,Mark,Torres,34,325,3,422,819,219-7181
31811,Allison,Marshall,48,339,4,276,249,792-8575
31812,Richard,Cooper,34,43,4,37,250,972-5302
31813,Erin,Wilson,47,212,5,121,579,780-1003
31814,Carrie,Wilson,74,379,3,89,365,920-4333
31815,Kari,Estrada,59,212,2,138,825,967-9726
31816,Patricia,Holmes,36,208,2,411,581,845-9837
31817,Billy,Fleming,35,252,3,365,825,279-6845
31818,Alexa,Bond,81,163,4,330,613,889-6547
31819,Sara,Miller,39,182,2,120,438,947-6977
31820,Matthew,Anderson,81,279,5,426,306,198-1427
31821,Pamela,Goodwin,36,286,1,314,514,301-5605
31822,Joshua,Phillips,29,201,4,238,226,705-1117
31823,Jennifer,Brown,19,157,1,122,705,117-5668
31824,Antonio,Reed,41,3,4,258,709,218-5472
31825,Amber,Alvarez,57,146,4,144,343,610-4879
31826,Michael,Jackson,58,356,1,75,709,339-7702
31827,Ryan,Charles,57,346,4,47,437,341-6504
31828,Calvin,Davenport,45,214,2,11,902,776-2577
31829,John,Barr,56,318,3,268,647,337-6869
31830,Bethany,Cole,47,302,3,7,647,950-6956
31831,Amber,Stephens,59,54,5,225,450,135-9150
31832,Amy,Lam,74,35,2,24,581,977-2984
31833,David,Mccarthy,78,137,5,258,780,332-4741
31834,Shannon,Crawford,73,376,4,138,867,553-5960
31835,Jenny,Howard,24,206,1,113,613,954-4194
31836,Cassandra,Zimmerman,20,12,1,252,519,772-8234
31837,Joanne,Reed,68,88,3,286,403,961-9357
31838,Joseph,Jacobs,64,129,5,179,604,368-2823
31839,Joshua,Hale,72,273,4,190,437,294-9646
31840,April,Pollard,35,170,1,213,782,347-4241
31841,Jessica,Parks,74,276,4,176,450,374-6454
31842,Michele,Brown,30,174,2,189,780,285-3801
31843,Jamie,Fischer,60,176,5,107,647,312-2776
31844,Jasmine,Cooper,21,48,1,365,514,120-2963
31845,Todd,Doyle,72,46,5,310,250,962-8317
31846,Benjamin,Erickson,39,307,1,388,579,302-3007
31847,Mary,Sullivan,50,336,5,427,587,431-2286
31848,Sherri,Martin,19,79,1,1,306,215-6264
31849,Jason,Evans,62,148,4,384,639,495-7338
31850,Ethan,Collins,41,51,4,32,705,356-1847
31851,Brian,Hays,20,368,3,255,416,230-1597
31852,Anna,Patterson,39,262,3,406,236,303-7705
31853,Stephanie,Williams,28,197,4,368,249,928-6260
31854,Kelly,Jones,46,273,2,85,365,104-3960
31855,Kathy,Williams,23,135,5,147,613,743-6980
31856,Amy,Ramsey,49,135,2,130,780,406-6927
31857,Cassandra,Lucas,38,202,2,305,367,537-5027
31858,Emily,Martinez,21,47,4,261,306,435-3840
31859,Christopher,Lawrence,29,75,2,411,403,912-8921
31860,Bryan,Cooke,76,387,5,319,807,427-7495
31861,Emily,Johnson,31,295,1,46,647,316-6754
31862,John,Krueger,80,166,4,343,236,506-2963
31863,Annette,Jackson,31,379,4,199,431,914-7820
31864,Diana,Tyler,30,354,1,160,782,775-5508
31865,Jennifer,Richmond,60,106,5,101,365,392-8650
31866,Linda,Lee,66,286,3,109,780,460-9898
31867,Gabriel,Baldwin,54,142,5,174,873,825-1563
31868,Aaron,Wilson,58,223,3,228,514,921-9689
31869,Melissa,Butler,71,164,3,238,418,105-4800
31870,Kayla,White,31,275,4,81,581,924-4568
31871,Bobby,Michael,59,273,5,358,514,840-2476
31872,Madison,Weaver,48,387,1,183,604,208-2780
31873,Jonathan,Porter,42,168,3,95,367,963-9054
31874,Tiffany,Soto,42,192,5,270,905,786-8637
31875,Christina,Frank,28,145,4,91,780,195-8779
31876,Rita,Romero,64,157,2,185,819,672-5098
31877,Nancy,Stewart,58,11,2,350,548,196-4632
31878,Kenneth,Hodges,40,159,3,222,647,543-9217
31879,Suzanne,Robinson,24,356,4,118,819,582-7618
31880,Kristin,Douglas,78,339,5,90,289,975-4908
31881,Timothy,Carpenter,41,229,5,177,639,433-1427
31882,James,Porter,25,205,4,301,613,309-9457
31883,Erica,Myers,48,238,4,380,825,477-3768
31884,Alexander,Rowland,44,282,1,133,647,187-4759
31885,Roger,Chapman,31,24,5,115,548,957-5968
31886,Anthony,Valdez,63,131,1,249,519,984-4059
31887,Jonathan,Taylor,37,248,4,76,905,875-1315
31888,Rachel,Taylor,52,176,3,413,705,557-8877
31889,Chad,Becker,33,392,1,1,367,491-6515
31890,Deborah,Miller,58,304,4,428,587,828-9066
31891,Kathleen,Cook,19,164,1,97,639,753-3181
31892,Rachel,Williams,25,55,4,322,249,676-3933
31893,Joanne,Vaughn,79,337,4,291,587,234-9074
31894,Laura,Phillips,28,161,5,61,782,988-4697
31895,Michael,Tran,68,48,2,336,249,850-6154
31896,William,Watson,19,213,3,408,581,145-4157
31897,Dennis,Blair,46,149,3,404,226,828-4517
31898,Anthony,Chang,33,324,2,48,819,910-7426
31899,Bill,Riley,26,30,5,275,249,247-4696
31900,Michelle,Hardy,33,230,2,345,236,243-6979
31901,Daniel,Pham,72,359,4,382,705,507-4221
31902,Nicholas,Gray,32,129,1,78,519,382-6756
31903,Rachel,Johnson,75,296,3,37,807,204-6532
31904,Linda,Weiss,69,233,3,407,705,313-7629
31905,Brenda,Tanner,33,33,1,206,367,979-5637
31906,Jennifer,Allen,40,187,1,403,709,302-4576
31907,Allen,Morgan,51,78,4,51,705,767-1340
31908,Zachary,Clark,20,36,4,51,236,779-3450
31909,Jasmine,Mathis,68,124,1,258,403,680-4858
31910,Melissa,Crawford,69,201,3,386,519,942-1848
31911,Eric,Lopez,41,24,4,26,548,392-1688
31912,Jennifer,Contreras,22,119,5,27,236,829-1035
31913,Michael,Chung,67,309,2,269,705,827-6499
31914,Amy,Yang,70,304,4,59,450,341-6427
31915,Amanda,Ryan,53,210,2,80,581,745-9840
31916,Amy,Nichols,70,293,2,215,604,688-9463
31917,Kenneth,Clark,56,61,4,255,873,430-2015
31918,Hannah,Jones,75,263,3,384,450,544-2542
31919,Angela,Thomas,33,58,3,154,705,877-5506
31920,Michelle,Mcconnell,56,57,4,370,204,255-5448
31921,Joseph,Brown,54,278,2,326,647,194-1568
31922,Lindsay,Montes,80,215,2,325,250,176-5464
31923,William,Williams,23,215,4,401,902,593-9169
31924,James,Vega,60,104,4,27,548,268-1732
31925,Lori,Taylor,36,304,5,142,581,347-4802
31926,David,Baker,42,394,5,116,581,890-6190
31927,Amanda,Davis,56,277,3,302,403,448-6629
31928,Michael,Price,65,79,3,286,825,525-3673
31929,Kristen,Whitehead,21,208,1,135,367,522-7358
31930,Dawn,Duncan,54,53,3,428,367,616-2574
31931,Brittany,Henderson,58,103,2,311,514,853-1584
31932,Charles,Cruz,48,233,2,72,902,209-6675
31933,Evelyn,Rodriguez,53,106,1,6,437,527-9485
31934,Heather,Johnson,22,360,4,367,579,397-5154
31935,Jesse,Moreno,64,26,5,372,587,703-8742
31936,Erica,Horn,36,254,4,360,613,943-3070
31937,Marvin,Young,69,304,4,53,506,518-4911
31938,Brittany,Bullock,44,350,3,422,519,277-8822
31939,Tammy,Chavez,65,254,4,58,902,599-6515
31940,Daniel,Brock,40,91,5,112,905,952-2367
31941,Mitchell,Webster,26,93,2,37,506,291-2730
31942,Richard,Conrad,74,3,1,110,418,330-9928
31943,Paula,Campbell,27,199,4,251,519,156-1969
31944,Joshua,Shah,64,120,2,253,416,206-7132
31945,David,Lopez,27,7,3,72,403,782-8480
31946,Lisa,Kidd,53,375,3,178,581,899-7224
31947,Brenda,Mayo,54,164,3,184,506,181-6566
31948,Natalie,Warren,64,273,3,166,905,736-1580
31949,Grace,Underwood,19,153,2,415,807,132-3736
31950,Kevin,Khan,70,206,3,214,581,921-4548
31951,Ian,Beasley,55,23,4,230,867,581-3661
31952,Craig,Haynes,70,27,4,136,418,548-7960
31953,Steven,Ramos,70,21,3,355,780,343-1180
31954,Holly,Miller,81,222,3,255,416,756-8605
31955,Desiree,Watts,53,208,3,340,604,638-5784
31956,Christina,Ewing,75,193,4,15,437,325-4335
31957,Dillon,Hall,37,164,3,229,581,255-5195
31958,Robert,Perkins,30,23,2,195,416,148-7998
31959,Shannon,Arnold,29,268,3,21,819,918-2932
31960,Hannah,Clark,53,138,2,37,306,561-9628
31961,Claire,Lee,29,300,3,339,514,835-2509
31962,Sean,Wilcox,44,394,3,346,403,314-9550
31963,Thomas,Carter,46,239,4,127,782,925-6233
31964,Donald,Mcknight,70,65,4,294,438,691-3660
31965,Michael,Austin,24,338,3,320,579,385-4916
31966,Raymond,Cabrera,30,44,2,132,289,354-1733
31967,Anna,Hensley,26,329,1,151,249,968-5462
31968,Rachel,Bradford,64,4,4,404,365,213-3966
31969,Erica,West,75,322,1,44,819,394-7415
31970,Andre,Allen,29,360,4,346,431,664-1875
31971,Mary,Chase,48,207,3,104,403,839-3985
31972,Jenna,Mcdaniel,29,201,1,308,450,234-6176
31973,Kelly,Sutton,79,275,3,86,581,532-1844
31974,Matthew,Jacobson,36,347,2,271,403,125-2717
31975,Mary,Wilson,75,233,5,111,579,470-2976
31976,Karen,Dawson,67,25,1,66,587,298-2220
31977,Sandra,Humphrey,81,166,3,342,226,721-4352
31978,Vanessa,Dawson,53,5,4,269,249,711-9191
31979,Marcus,Wise,71,199,5,406,709,825-4167
31980,Jennifer,Wagner,32,28,4,179,613,343-8653
31981,Micheal,Mitchell,23,352,2,219,437,430-1462
31982,William,Johnson,58,46,3,286,289,545-1695
31983,Brooke,Ryan,75,101,5,314,343,239-7610
31984,Darin,Edwards,58,210,1,407,604,651-2936
31985,Joshua,Sandoval,26,376,3,395,780,459-4806
31986,James,Price,81,86,1,278,587,930-3948
31987,Timothy,Thomas,68,131,2,340,548,269-9380
31988,Jason,Christian,23,69,3,51,782,148-1347
31989,Jessica,Ward,18,98,4,75,306,197-9276
31990,William,Guzman,63,112,1,428,250,206-3592
31991,Tracy,Sandoval,28,369,5,131,905,703-6105
31992,Joel,Stewart,41,138,5,339,506,491-4144
31993,Robert,Key,40,351,3,8,403,678-9336
31994,David,Poole,61,52,2,152,236,448-3786
31995,Eric,Lane,69,184,5,125,873,559-5017
31996,Kevin,Martinez,34,95,5,179,825,553-7042
31997,Allison,Graham,57,195,3,279,416,556-6765
31998,Shannon,Wagner,71,348,5,428,506,928-7199
31999,Joshua,Lopez,60,98,1,148,204,402-3867
32000,Paige,Jefferson,26,2,2,391,867,980-6105
32001,Kevin,Oneal,21,274,4,387,613,694-5548
32002,Regina,Williamson,69,38,4,290,709,716-9858
32003,Shannon,Prince,29,129,4,141,639,648-3001
32004,Monica,Taylor,56,16,4,97,403,507-5560
32005,Sally,Wilson,76,130,5,339,780,479-1314
32006,Justin,Jones,42,388,1,97,416,829-7392
32007,Barbara,Chapman,20,323,4,404,226,114-7093
32008,Sandra,Dodson,22,159,4,190,581,602-4221
32009,Austin,Sanders,74,98,5,72,782,246-1185
32010,Jennifer,Brown,18,53,3,250,902,674-6729
32011,Adam,Baird,59,162,4,344,579,321-8593
32012,Brooke,Gomez,47,205,4,263,819,728-9097
32013,Carlos,Werner,18,169,3,229,819,875-9819
32014,Stacy,Coleman,59,11,2,418,249,300-6966
32015,Shaun,Sanders,42,316,3,242,438,517-3511
32016,Brittany,Harris,40,131,1,325,613,597-6559
32017,Mary,House,35,387,2,135,450,429-5783
32018,Joseph,Taylor,67,77,5,220,226,490-5886
32019,Veronica,Lee,75,23,4,265,367,925-7566
32020,Elizabeth,Allen,75,260,2,82,416,239-6201
32021,John,Sanders,77,284,4,194,709,481-1033
32022,Christopher,Cooper,81,364,3,229,418,906-1594
32023,Chelsea,Thompson,55,85,3,283,548,767-3675
32024,Jonathan,Romero,29,17,3,318,450,310-2589
32025,Christopher,Phillips,30,252,5,178,902,444-1445
32026,Christian,Dunn,39,325,5,225,343,646-1389
32027,Vanessa,Johnson,38,107,2,27,825,943-2890
32028,Brian,Moore,34,71,5,385,709,563-6818
32029,Jenny,Mueller,47,219,5,350,365,575-6037
32030,Veronica,Middleton,49,107,1,22,705,274-8464
32031,Suzanne,Hall,81,263,2,329,867,659-2680
32032,Emily,Patterson,44,289,3,153,250,661-3328
32033,Wendy,Meadows,40,3,1,397,367,410-8374
32034,Amanda,Buckley,36,236,4,68,825,714-7080
32035,Susan,Hammond,79,173,3,68,437,859-6356
32036,David,Deleon,18,72,2,14,306,428-2596
32037,Brittney,Phillips,40,145,3,230,639,922-6873
32038,Richard,Pierce,81,238,3,38,418,900-2369
32039,Amanda,Hood,75,331,2,166,613,627-8549
32040,Jason,Leonard,34,10,2,42,514,521-4811
32041,Jennifer,Campbell,78,286,3,63,579,927-9500
32042,Emma,Montgomery,47,268,4,373,587,821-3490
32043,Christy,Johnston,55,323,4,34,431,683-8648
32044,Susan,Vaughn,65,316,1,201,579,854-5992
32045,Mary,Young,75,42,3,157,639,909-4501
32046,Carlos,White,48,182,5,101,647,605-3621
32047,Garrett,Lynch,68,96,4,286,604,212-2559
32048,Richard,Howard,57,22,2,204,873,291-7342
32049,Jay,Perez,79,375,5,200,416,455-4557
32050,Adam,Miller,39,258,2,226,519,692-3220
32051,Elizabeth,Peters,76,138,5,409,873,487-1788
32052,Richard,Yates,69,101,5,401,506,756-7812
32053,Emily,Olson,71,14,1,110,418,168-2378
32054,Brandy,Tran,45,105,3,82,867,352-8565
32055,Paul,Ingram,68,50,4,234,709,248-5144
32056,Michael,Marshall,39,309,5,110,514,569-2782
32057,Kathleen,Jordan,41,300,1,52,437,419-8746
32058,Jonathan,Strickland,49,2,3,114,807,466-9677
32059,Julie,Carlson,58,81,1,227,250,711-3958
32060,Jason,Johnson,72,204,4,378,437,997-7463
32061,Amber,Reid,50,186,4,346,416,718-4837
32062,Regina,Orozco,38,320,4,243,519,428-4341
32063,John,Wood,51,319,5,172,548,483-1069
32064,Tyler,Hill,76,78,2,298,778,442-2355
32065,Ann,Leonard,49,127,4,367,867,390-8742
32066,Justin,Howard,32,227,2,412,807,907-1015
32067,Ann,Jones,30,60,4,56,250,647-5126
32068,Aimee,Newman,64,356,1,333,506,437-1943
32069,Ryan,Murray,71,8,5,273,437,808-1930
32070,Cynthia,Wells,81,338,2,164,514,923-6428
32071,Aaron,Stokes,49,213,1,31,613,821-4562
32072,Christopher,Jones,21,39,3,285,431,234-3250
32073,Brian,Stevens,40,181,5,222,343,629-2495
32074,Raymond,Randolph,48,267,1,163,418,732-8253
32075,Colleen,Peterson,23,63,3,390,450,158-8029
32076,Jennifer,Warren,42,236,5,21,782,428-3409
32077,Blake,Rivera,55,10,1,23,367,508-4370
32078,Corey,Miller,52,136,3,109,450,503-5410
32079,Ricky,Jones,39,60,1,335,289,207-3574
32080,Brian,Bates,48,295,3,47,548,564-1839
32081,Hannah,Lane,35,344,5,40,902,124-6560
32082,Charles,Martinez,23,127,3,57,416,406-5387
32083,Sarah,Cole,21,164,4,328,587,973-4699
32084,Juan,Marshall,42,69,1,207,825,716-9585
32085,Michael,Jacobs,54,143,5,115,819,585-1279
32086,Kurt,Juarez,69,283,2,339,873,514-1653
32087,David,Hayes,41,364,4,266,506,467-3903
32088,Lauren,Horne,26,201,4,69,709,632-8419
32089,Heather,Bell,22,261,3,4,778,723-1026
32090,Jessica,Patrick,65,290,1,92,867,691-4051
32091,Jennifer,Martinez,38,172,4,180,778,421-1202
32092,Adam,Thomas,79,185,5,213,431,213-7171
32093,Eric,Cook,28,166,1,405,438,272-8508
32094,Steven,Mathews,66,277,5,210,416,995-3472
32095,Patricia,Taylor,19,35,1,336,867,389-9243
32096,Christopher,Hall,25,82,1,306,450,883-2110
32097,Kimberly,Smith,76,264,3,154,639,251-1797
32098,Julie,Decker,56,216,2,205,249,534-2270
32099,Kevin,Shaffer,42,247,3,243,306,912-4424
32100,Shelia,George,41,264,1,222,416,867-10000
32101,Peggy,Salazar,34,75,2,93,250,867-2653
32102,Courtney,Graves,74,211,3,69,613,214-1450
32103,Frank,Lee,43,72,5,25,519,323-7123
32104,Karen,Cordova,79,15,4,416,236,512-5524
32105,Linda,Smith,68,342,3,389,343,257-3190
32106,Jose,White,64,145,4,216,438,412-7912
32107,Jacob,Williams,81,320,5,131,647,566-7985
32108,Mitchell,Barr,71,311,2,182,450,360-2584
32109,Kristen,Rivas,30,114,4,256,647,580-9368
32110,Laura,Rogers,46,77,2,345,306,669-4269
32111,Cameron,Powell,29,154,2,394,780,294-1110
32112,Lisa,Scott,54,361,4,221,431,262-6014
32113,Jennifer,Johnson,43,234,5,132,437,577-3899
32114,Leslie,Torres,26,201,1,346,519,287-8901
32115,Travis,Wheeler,20,194,4,147,587,495-2155
32116,Jenna,Mitchell,22,234,5,42,438,255-1693
32117,Marcus,Lee,61,135,2,58,289,358-2394
32118,Jamie,Hoover,29,186,5,431,587,739-5945
32119,Daniel,Rogers,73,107,1,320,416,806-3681
32120,Kevin,Diaz,48,160,1,308,778,263-3841
32121,Colin,Silva,50,301,3,39,604,373-3979
32122,Michael,Christensen,26,323,2,166,438,641-6129
32123,Joshua,Hill,50,270,3,333,365,466-7858
32124,Nicole,Berger,24,136,1,150,780,342-2264
32125,Tamara,Cortez,29,111,5,188,431,103-1785
32126,Kevin,Cruz,70,107,2,309,403,860-6948
32127,Darrell,Bernard,42,73,3,337,519,248-7935
32128,Megan,Horn,52,2,5,127,639,773-4974
32129,Raymond,Osborn,68,295,1,22,709,913-9644
32130,David,Flores,47,171,4,372,249,912-5793
32131,Angel,Solomon,65,285,5,324,647,341-2420
32132,Cynthia,Horne,69,45,1,212,807,963-3478
32133,Anthony,Gutierrez,47,43,3,361,709,501-5145
32134,Sandra,Stein,30,365,1,167,250,970-7180
32135,Steven,Gardner,39,65,1,312,579,664-7275
32136,Ethan,Perez,54,128,2,359,519,804-5353
32137,Nicole,Thomas,21,364,1,69,367,368-3924
32138,Micheal,Conley,62,184,2,164,306,362-3803
32139,Linda,Edwards,41,347,2,213,403,331-9990
32140,Melissa,James,73,213,1,399,579,170-9891
32141,Monique,Wilcox,60,198,2,414,289,933-2600
32142,Keith,Hanson,52,248,2,26,579,744-6322
32143,Taylor,Stone,29,132,1,127,873,739-7567
32144,Marissa,Fernandez,62,239,2,321,418,989-9542
32145,Kristen,Lam,38,21,5,150,418,740-2628
32146,Scott,Neal,27,142,5,85,431,379-7896
32147,Martin,Clark,51,350,5,14,418,238-8649
32148,Bradley,Lee,63,197,3,224,506,284-1469
32149,Jose,Christensen,40,203,1,67,289,911-4819
32150,Nathan,Jenkins,52,377,2,321,437,232-3708
32151,Karen,Blair,49,308,2,216,418,816-4492
32152,Jonathan,Price,79,241,5,36,250,696-1256
32153,Oscar,Galvan,46,200,1,177,579,742-5216
32154,Eric,Clark,62,144,1,397,587,871-1209
32155,Victor,Camacho,81,230,3,301,343,339-1060
32156,Lori,Andersen,48,56,3,197,639,607-8410
32157,Brandi,Carlson,81,154,3,379,825,351-3104
32158,Brian,Jacobs,55,165,5,257,343,372-9170
32159,Aaron,Martinez,33,323,2,124,438,768-1640
32160,Sally,Watts,39,293,4,339,639,746-9792
32161,Jennifer,Choi,76,17,4,359,825,911-2683
32162,Darryl,Bennett,71,331,4,264,548,858-2752
32163,Michael,Wilson,63,144,1,338,403,450-6364
32164,William,Reed,75,187,4,282,905,911-7374
32165,Diana,Alexander,65,362,1,285,902,821-4478
32166,Jason,May,73,341,4,317,226,616-9311
32167,Carla,Williams,71,208,2,45,782,134-2421
32168,Jason,Peterson,19,147,4,263,506,666-7856
32169,Michele,Martin,38,182,3,418,548,347-3312
32170,Rebecca,Lee,80,304,1,352,807,374-4740
32171,Donald,Riddle,73,242,1,326,226,277-7944
32172,Wendy,Brooks,59,320,3,425,581,838-2665
32173,Tamara,Rogers,74,253,3,279,639,122-7357
32174,Melissa,Davis,54,143,3,35,236,585-4288
32175,Virginia,Boyd,64,74,1,218,548,113-6063
32176,Abigail,Morrison,50,184,3,56,604,846-1022
32177,Amber,Lee,68,363,1,16,819,480-6351
32178,Mitchell,Smith,42,52,2,408,782,431-8235
32179,Brittany,Price,80,64,1,160,367,193-3153
32180,Maria,Wright,75,143,5,99,778,271-2567
32181,Jocelyn,Simmons,77,106,1,189,437,898-4909
32182,Misty,Miller,53,147,4,249,579,707-5787
32183,Christopher,Perez,53,77,4,220,587,919-4892
32184,Gregory,Thompson,72,47,4,107,204,202-2924
32185,Hannah,Pearson,44,345,2,2,639,178-9406
32186,Shawn,Davis,23,116,4,131,450,653-6194
32187,Catherine,Jacobs,77,233,3,255,604,736-3614
32188,Michael,Aguilar,81,259,5,296,579,289-2781
32189,Christopher,Spears,55,34,4,49,825,173-1278
32190,Jason,Stevens,22,184,3,178,249,945-5258
32191,Linda,Diaz,72,165,2,405,647,710-5444
32192,Kristen,Gonzalez,38,113,3,78,604,505-7996
32193,Richard,Brady,35,359,1,258,548,574-5860
32194,Robyn,Moore,26,181,5,1,548,994-7055
32195,Lori,Bennett,53,324,3,57,825,670-5270
32196,Roy,Proctor,36,201,1,119,613,534-4381
32197,Carrie,Lopez,59,55,4,289,289,804-8429
32198,Larry,Nguyen,67,156,2,284,416,986-8029
32199,Jonathan,Montoya,27,195,2,133,807,899-3250
32200,Madison,Herman,55,53,4,413,867,591-6921
32201,Sandra,Johnson,60,191,4,86,236,697-8721
32202,Todd,Cline,70,164,5,425,403,408-6145
32203,Jacob,Rose,71,130,5,188,343,404-1869
32204,Jessica,Frazier,79,123,2,51,819,778-9939
32205,Timothy,Howard,30,267,4,178,204,914-6989
32206,Christina,Anderson,79,277,4,200,204,942-1303
32207,Robert,Long,33,301,4,131,867,538-7450
